逻辑号	车厢号	故障类型	故障代码	故障等级	故障名称	故障报告	V>0	V=0	故障已读后发送位
1611	1	中央控制单元	6795	0	安全回路故障	安全回路供电中断。触发强制制动。	强制制动触发，列车将停止。	-在司机室右侧的故障开关控制面板上将“制动缓解回路”、“旅客紧急制动回路”和“停放制动监控回路”故障开关置于“关”位置\n如果紧急制动无法缓解：\n将“紧急制动回路”故障开关置于“关位”\n旁路缓解紧急制动\n通知调度中心。	6012
1612	1	中央控制单元	6799	0	安全回路故障	安全回路供电中断。触发强制制动。	强制制动触发，列车将停止。	-在司机室右侧的故障开关控制面板上将“转向架监控回路”、“火警监控回路”故障开关置于关位\n缓解紧急制动\n通知调度中心\n运行至终点站\n在司机室换端时，退出占用，恢复所有开关	6013
1613	1	中央控制单元	6799	0	安全回路故障	安全回路供电中断。触发强制制动。	强制制动触发，列车将停止。	-在司机室右侧的故障开关控制面板上将“转向架监控回路”、“火警监控回路”故障开关置于关位\n缓解紧急制动\n通知调度中心\n运行至终点站\n在司机室换端时，退出占用，恢复所有开关	6014
1614	1	中央控制单元	679D	0	安全回路故障	安全回路供电中断。触发强制制动。	强制制动触发，列车将停止。	-在司机室右侧的故障开关控制面板上将“制动缓解回路”、“旅客紧急制动回路”和“停放制动监控回路”故障开关置于“关”位置\n如果紧急制动无法缓解：\n将“紧急制动回路”故障开关置于“关位”\n旁路缓解紧急制动\n通知调度中心。	6015
1615	1	中央控制单元	67A1	0	安全回路故障	安全回路供电中断。触发强制制动。	强制制动触发，列车将停止。	-在司机室右侧的故障开关控制面板上将“转向架监控回路”、“火警监控回路”故障开关置于关位\n缓解紧急制动\n通知调度中心\n运行至终点站\n在司机室换端时，退出占用，恢复所有开关	6016
1616	1	中央控制单元	66EB	0	紧急制动回路状态故障	紧急制动回路状态故障，可能施加强制制动	"========前面TU的端车========\n-等待强制制动使列车停止。\n========后面TU的端车========\n-等待强制制动使列车停止。\n===============EC===============\n-等待强制制动使列车停止。\n============TC,BC/FC============\n-等待强制制动使列车停止。\n================IC===============\n-等待强制制动使列车停止。"	"========================前进TU的端车========================\n-移动制动控制杆到紧急制动位置，几秒钟后回到“驱动”位置。\n-旁路紧急制动。\n如果强制制动仍作用：\n-把司机室右侧的""EB 阀"" 和 ""EBL""的故障开关控制台上的故障开关设置到“关”位置。\n-运行到目的地站。\n-通知控制中心。\n========================后面的TU端车========================\n-移动制动控制杆到紧急制动位置，几秒钟后回到“驱动”位置。\n-旁路紧急制动。\n运行至终点站\n通知调度中心。"	6017
1617	1	中央控制单元	673B	0	转向架监控回路激活强制制动	转向架监控回路激活强制制动	强制制动触发，列车将停止。	"-观察转向架监控器和/或BML的进一步信息。\n-旁路紧急制动。\n如果无法启动强制制动：\n-不需要另外采取措施。\n如果强制制动仍然有效：\n-把司机室右侧故障开关操作台的""转向架监控回路""故障开关设为”关”位置。\n-行驶至目的地。\n-通知控制中心。\n如果没有成功：\n-把司机室右侧故障开关操作台的""EB 阀"" 和""PBML""故障开关设为”关”位置。\n-行驶至目的地。\n-通知控制中心。"	6018
1618	1	制动	1775	0	摩檫制动未缓解	摩檫制动未缓解	-将制动手柄置在“OC”（释放）位置，持续30 秒\n-将制动手柄置在1B制动位置\n如果产生干扰：并且不在所有车上都产生干扰：\n-通过常用制动停车\n-通知控制中心\n如果所有车辆都产生干扰：\n-通过常用制动在适当的位置停车\n-通知控制中心\n-在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n-如果制动系统故障应考虑的措施	-将制动手柄置在“OC”（释放）位置，持续30 秒\n-将制动手柄置在1B制动位置\n如果制动无法完全释放和施加：\n-通知列车乘务员并下令其执行以下操作：\n-关闭制动控制面板上摩擦制动FB\n-在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n-如果制动系统故障应考虑的措施	6019
1619	1	制动	1775	0	摩檫制动未缓解	摩檫制动未缓解	-将制动手柄置在“OC”（释放）位置，持续30 秒\n-将制动手柄置在2B制动位置\n如果产生干扰：并且不在所有车上都产生干扰：\n-通过常用制动停车\n-通知控制中心\n如果所有车辆都产生干扰：\n-通过常用制动在适当的位置停车\n-通知控制中心\n-在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n-如果制动系统故障应考虑的措施	-将制动手柄置在“OC”（释放）位置，持续30 秒\n-将制动手柄置在2B制动位置\n如果制动无法完全释放和施加：\n-通知列车乘务员并下令其执行以下操作：\n-关闭制动控制面板上摩擦制动FB\n-在TD-HMI的“制动状态”菜单上，按下“制动有效率”软键\n-如果制动系统故障应考虑的措施	6020
1620	1	制动	1729	0	直接制动控制故障	车辆直接制动失效\n常用制动特性可能被改变	将制动手柄置于“OC”位\n-按清扫制动，查看制动施加状态，如果故障代码消除：\n-继续运行\n如果故障未消除：\n参照制动失效时应采取的措施。\n继续运行到下一站。\n通知调度中心。	照制动失效时应采取的措施。\n-通知调度中心。\n-通知机械师，通过车辆控制面板切除空气制动\n-按相应制动有效率限速运行	6021
1621	7	牵引	63C0	0	10-X01: 受电弓故障继电器跳闸	受电弓故障继电器跳闸\n相应的主断路器断开\n受电弓升弓被锁闭直至列车停止	-降下另一半动车组的受电弓。\n-升弓。\n-闭合主断路器	通过升弓复位故障\n如果受电弓在释放状态：\n升弓\n闭合主断路器\n如果受电弓仍然锁闭\n-降下另一半动车组的受电弓。\n-升弓。\n-闭合主断路器	6022
1622	1	牵引	634E	0	10-T01：由于变压器保护启动，输出降低	高压单元系统故障，牵引力减少	以剩余牵引力运行	以剩余牵引力运行	6023
1623	3	牵引	20B5	0	牵引系统故障，无法重启	牵引系统失效，真空断路器断开。\n闭合真空断路器失败。	-在“开关，牵引”页面上切除牵引变流器。\n-大约30S后闭合真空断路。\n动车组以减少25%的牵引功率运行。\n如果真空断路器无法闭合：\n-在“开关，牵引”页面上，切除真空断路器和车顶电缆断开器。\n-动车组以减少50%的牵引功率运行。\n通知控制中心。	-在“开关，牵引”页面上切除牵引变流器。\n-大约30S后闭合真空断路。\n动车组以减少25%的牵引功率运行。\n如果真空断路器无法闭合：\n-在“开关，牵引”页面上，切除真空断路器和车顶电缆断开器。\n-动车组以减少50%的牵引功率运行。\n通知控制中心。	6024
1624	6	牵引	21B0	0	牵引系统故障，无法重启	牵引系统失效，真空断路器断开。\n闭合真空断路器失败。	-在“开关，牵引”页面上切除牵引变流器。\n-大约30S后闭合真空断路。\n动车组以减少25%的牵引功率运行。\n如果真空断路器无法闭合：\n-在“开关，牵引”页面上，切除真空断路器和车顶电缆断开器。\n-动车组以减少50%的牵引功率运行。\n通知控制中心。	-在“开关，牵引”页面上切除牵引变流器。\n-大约30S后闭合真空断路。\n动车组以减少25%的牵引功率运行。\n如果真空断路器无法闭合：\n-在“开关，牵引”页面上，切除真空断路器和车顶电缆断开器。\n-动车组以减少50%的牵引功率运行。\n通知控制中心。	6025
1625	8	牵引	2253	0	牵引系统故障，无法重启	牵引系统失效，真空断路器断开。\n闭合真空断路器失败。	-在“开关，牵引”页面上切除牵引变流器。\n-大约30S后闭合真空断路。\n动车组以减少25%的牵引功率运行。\n如果真空断路器无法闭合：\n-在“开关，牵引”页面上，切除真空断路器和车顶电缆断开器。\n-动车组以减少50%的牵引功率运行。\n通知控制中心。	-在“开关，牵引”页面上切除牵引变流器。\n-大约30S后闭合真空断路。\n动车组以减少25%的牵引功率运行。\n如果真空断路器无法闭合：\n-在“开关，牵引”页面上，切除真空断路器和车顶电缆断开器。\n-动车组以减少50%的牵引功率运行。\n通知控制中心。	6026
1626	6	牵引	283C	0	轮直径偏差太高	牵引力减少	动车组以剩余牵引力继续运行\n注：\n如果故障消除，牵引力将恢复正常。	动车组以剩余牵引力继续运行\n注：\n如果故障消除，牵引力将恢复正常。	6027
1627	6	牵引	2672	0	牵引电机超出最高的允许温度	牵引力减少	动车组以剩余牵引力继续运行\n注：\n如果故障消除，牵引力将恢复正常。	动车组以剩余牵引力继续运行\n注：\n如果故障消除，牵引力将恢复正常。	6028
1628	1	主机	670F	0	接触器 43-K27状态PBM环路无法(司机)	PBML故障	如果强制制动无法启动：\n-不需要采取措施。\n如果强制制动启动：\n-等待强制制动使列车停止。	如果未触发强制制动：\n-不需要采取措施。\n如果触发强制制动：\n将司机室右侧故障开关控制面板的“停车制动监测回路”故障开关置于关位。\n将手柄置于“OC”位，缓解制动，继续行车	6029
1629	1	中央控制单元	68C8	0	列车自动停止DNRA	由于监控到热轴或检测到有非旋转轴，启动强制制动。\n最高限速40 km/h。	-在适当位置停车。\n-如果必要，通过制动控制器支持带紧急制动的强制制动，或者在V <40 km/h时应用一个注入脉冲取消强制制动。	如果必要，通过一个注入脉冲旁路强制制动。	6030
1630	1	中央控制单元	6B0E	0	自动滚动试验运行	正在进行自动滚动测试	等待滚动测试结束\n-继续运行	不需要采取措施，等待滚动测试结束	6031
1631	1	中央控制单元	6B12	0	自动滚动试验成功完成	自动滚动测试完成	如果有必要，将制动手柄置于“OC”位，缓解制动继续正常运行	如果有必要，将制动手柄置于“OC”位，缓解制动继续正常运行	6032
1632	1	制动	1736	0	至少一个WSP速度传感器信号故障	车轮防滑保护的控制失效	-以Vmax=200km/h一直到达下一站\n-如可能，使用小的减速度来制动\n-通知控制中心\n	通知机械师，通过车辆控制面板切除空气制动。\n在TD-HMI的“制动状态”页面上按“制动有效率”按键。\n参照制动有效率失效时应该采取的措施。	6033
1633	1	制动	1734	0	转向架1传感器信号<G06/1>超出范围	转向架1诊断传感器<G06/1>故障	-以Vmax = 215 km/h一直到达目的站\n-通知控制中心	-以Vmax = 215 km/h一直到达目的站\n-通知控制中心	6034
1634	1	中央控制单元	6B2E	0	左侧1转向架1轴暖轴	受影响车1转向架1轴左热轴预警。\n最高时速不超过状态栏所显示的时速限制。\n不会触发惩罚制动。	通知调度中心。\nVmax车速减到状态栏所显示的时速限制。\n继续运行到下一站。	通知调度中心。\n采取个人安全防范措施。\n如果有必要，封锁领线。\n注意：\n通过列车HMI列车配置，确认故障车轴位置\n通过列车HMI列车配置确定受影响车的车厢编码\n将确认的车厢编码和受影响车的标识进行比较\n找到受影响车转向架上标有“1L”的车轴\n手动点温轴承温度\n如果检测到热轴：\n按照状态栏显示的最高限速行驶至目的地站\n如果没有检测到热轴：\n继续正常运行，不必要限速	6035
1635	1	中央控制单元	68C7	0	列车自动停止热轴监控	由于监测到热轴或轴不旋转，触发惩罚制动\n最高时速不超过状态栏所显示的时速限制	在适当位置停车	如果有必要，将制动手柄置于“OC”位以取消强制制动。参照其他诊断代码提示，进行相应操作	6036
1636	1	中央控制单元	68C4	0	至少一个对轮轴承测量温度故障	至少一个轮轮对轴承的温度检测器有故障。\nVmax值限于220km/h。\n在强制制动后，在5分钟之内减速220km/h，否则将触发强制制动	通知调度中心\n限速Vmax运行至终点站\n必须在5min内将速度降至Vmax，否则会启动强制制动\n如果已经启动强制制动：\n在V<Vmax时制动手柄OC以缓解强制制动\n注意：\n如果又超过Vmax值，将再次启动强制制动	通知调度中心。\n以Vmax运行至终点站	6037
1637	1	中央控制单元	6506	0	MCB 32-F45BN1的应急控制系统关闭	电源开关BN1 B的MCB断开	强制制动触发，列车将停止。	通知机械师在电器柜的MCB面板上，闭合“MCB32-45”\n如果不成功，将紧急系统电源至开位\n如果不成功，切除牵引单元相应设备，牵引力减半运行\n观察HMI是否报出66BO故障代码\n如有，切除ASD\n继续运行	6038
1638	1	制动	66BO	0	自动安全装置异常	自动安全装置异常	自动安全装置异常	自动安全装置异常	6039
1639	1	中央控制单元	6A54	0	由于门打开状态而禁止牵引	检测到至少有一个车门未关闭，牵引被封锁。		通知机械师，关闭开着的车门。\n如果没有发现未关闭的车门\n在HMI的“紧急”页面上通过“复位牵引锁定（车门打开）”来取消牵引封锁。	6040
1640	Zv	主机	52A0	0	触发紧急关断	触发紧急关断。\n主断路器断开，且受电弓降弓。\n可能的原因是：\n-紧急关断蘑菇头按钮被操作\n-接地钥匙未位于“开位”\n-受电弓碳滑板断裂\n-MCB 21-F12“紧急关断控制”断开\n-MCB74-F14“车钩联挂状态”断开\n-头车的供电故障	-升弓。\n-闭合主断路器。\n如果不成功：\n-在适当的位置停车。	根据故障代码提示，采取适当措施消除产生紧急关断的原因。\n如果原因不明：\n-升弓。\n-闭合主断路器。\n如果不成功：\n-在司机室右侧故障开关面板上，将“紧急情况切除回路”故障开关置于“关”位。\n在TD-HMI的“开关：牵引”页面上，切除车顶隔离开关和非占用端牵引单元的受电弓。\n-升弓。\n-闭合主断路器。\n-动车组减少50%的牵引力，可以继续运行。\n-通知调度中心。\n注：\n-紧急关断对非占用端仍然有影响。\n如果不成功：\n-撤销已采取措施。\n注意：\n可以从另一端司机室操作。	6041
1641	1	主机	63D6	0	紧急关断蘑菇头按钮被操作	紧急关断蘑菇头按钮被操作启动“紧急关闭”按钮\n紧急开关启动，全列车将使所有真空断路器主断路器断开，并且使所有受电弓降弓。	============占用端牵引单元============\n-将司机台的紧急关断蘑菇头按钮恢复。\n升弓。\n-闭合主断路器。\n如果不成功：\n-通知调度中心。	-将司机室的紧急关断蘑菇头按钮恢复。\n-升弓。\n-闭合主断路器。\n如果不成功。\n通知调度中心。	6042
1642	1	主机	66D5	0	通过紧急制动蘑菇头按钮施加紧急制动	通过紧急制动蘑菇头按动蘑菇头按钮启动紧急制动	=============占用端头车=============\n如果紧急制动蘑菇头按钮由司机启动：\n-可通过操作紧急制动蘑菇头缓解紧急制动。\n如果紧急制动蘑菇头按钮不是由司机启动：\n-按下紧急制动蘑菇头按钮，并恢复。\n-缓解紧急制动。\n如果紧急制动仍不缓解：\n将司机室右侧故障开关控制面板上的“紧急制动阀”和“紧急制动回路”故障开关置于“关”位。\n如果强制制动仍未缓解：\n-通知调度中心。\n请求救援列车。\n做好列车被拖曳的准备。	=================占用端头车================\n强制制动已经触发，列车将停止。\n=================非占用端头车================\n紧急制动触发，列车将停止。\n帮助文本不能显示。\n如果有必要，请求热线帮助，指出故障代码（在故障概览中按更改布局），用于信息纠正。	6043
1643	1	主机	66D6	0	通过制动手柄施加紧急制动	通过制动手柄施加紧急制动，制动手柄位于“EB”位	=============占用端头车=============\n如果司机已经将制动手柄置于“EB”位：\n-将制动手柄移出“EB”位，几秒后再将其置于“OC”位缓解紧急制动。\n如果紧急制动仍未缓解：\n将司机室右侧故障开关控制面板上的“紧急制动阀”和“紧急制动回路”故障开关置于“关”位。\n如果强制制动仍未缓解：\n-通知调度中心。\n请求救援列车。\n做好列车被拖曳的准备。\n清除路线障碍。	=================占用端头车================\n强制制动已经触发，列车将停止。\n=================非占用端头车================\n紧急制动触发，列车将停止。\n帮助文本不能显示。\n如果有必要，请求热线帮助，指出故障代码（在故障概览中按更改布局），用于信息纠正。	6044
1644	1	电源	65B0	0	MCB 44-F11 BT(ETCS)断开	MCB 44-F11“ATP BT”断开\nATP可能发生故障	-列车将自动停止	在司机室左柜MCB面板上闭合MCB 44-F11“ATP BT”。\n如果不成功：\n-在司机室右侧故障开关面板上将“ATP”故障开关置于“关”位。\n不需要采取进一步操作。	6045
1645	1	牵引	6384	0	启动紧急模式	激活牵引单元的紧急模式	继续运行	不需要采取措施	6046
1646	1	制动	1608	0	备用模式被截断塞门<C14>激活（BCU-B01）	通过<C14>阀激活备用制动	============占用端头车==============\n-参照备用制动行车条例。\n================非占用端头车=============\n-施加紧急制动使列车停止。\n-通过机械师关闭关闭相应司机室内的<C14>阀。\n如果<C14>阀关闭，但故障仍未消失\n在占用端启动备用制动。\n无法显示提示文本。\n如必要，向热线求助帮助，指明故障代码。按TD-HMI上“故障概况”的“更改布局”按键。	============占用端头车==============\n-参照备用制动行车条例。\n================非占用端头车=============\n-施加紧急制动使列车停止。\n-通过机械师关闭关闭相应司机室内的<C14>阀。\n如果<C14>阀关闭，但故障仍未消失\n在占用端启动备用制动。\n无法显示提示文本。\n如必要，向热线求助帮助，指明故障代码。按TD-HMI上“故障概况”的“更改布局”按键。	6047
1647	1	中央控制单元	66B0	0	ASD强迫制动启动	ASD启动强制制动\n超过35S未操作ASD脚踏或手控按钮，或ASD脚踏和手控按钮中至少一个持续激活超过35S。	缓解已施加的强制制动：释放所有的ASD操作控制，然后再次操作脚踏或手控按钮。\n-继续正常运行\n如果未成功，\n-等待ASD强制制动使列车停止。	缓解已施加的强制制动：释放所有的ASD操作控制，然后再次操作脚踏或手控按钮。\n-继续正常运行\n如果未成功，\n在司机室右侧故障开关控制面板上，将“自动安全装置”置于“关”位。\n-参照ASD故障时应该采取的措施。\n-通知调度中心。	6048
1648	1	中央控制单元	69BF	0	头部车钩故障解锁，端车未联挂	头部车钩故障解锁，头车处于非联挂状态。\n通过末端位置传感器的反馈信号可能出现故障。	继续运行。	如果车钩导流罩关闭：\n-不需要采取措施。\n如果车钩导流罩开启：\n-通过在TD-HMI上显示的“系统，关闭车钩导流罩”关闭车钩导流罩。\n如果不成功：\n-目视检查头部车钩，确定车钩锁定螺栓是否在正确位置，如必要，重复关闭操作。\n如果锁定螺栓没有正确锁闭：\n-通知调度中心。\n该动车组不能再联挂运行。\n如果整备已经被启动：\n-通知调度中心。	6049
1649	1	中央控制单元	6307	0	10-Q01：VCB同步闭合，持续5分钟	操作主断路器过于频繁，导致主断路器封锁5分钟	故障代码消失后，闭合主断路器。\n若故障频繁发生：\n-在TD-HMI的“开关：牵引”页面切除故障受电弓和主断路器，动车组使用同列相邻牵引单元的受电弓、主断路器运行，\n-升弓。\n-闭合主断路器。	故障代码消失后，闭合主断路器。\n若故障频繁发生：\n-在TD-HMI的“开关：牵引”页面切除故障受电弓和主断路器，动车组使用同列相邻牵引单元的受电弓、主断路器运行，\n-升弓。\n-闭合主断路器。	6050
1650	2	制动	173A	0	停放制动隔离阀<H29>被截断	在手动缓解停放制动未被确认的状态下行车，将触发紧急制动	如果触发紧急制动，列车将会停止；否则，继续运行。	通过机械师执行如下操作：\n-通过车辆控制面板，切除空气制动。\n-通知调度中心。\n-采取个人安全防护措施。\n-如果有必要，封锁领线。\n-防止溜车。\n-检查车下停放制动隔离阀<H29>。\n如果隔离阀打开：\n-关闭车下停放制动隔离阀<H29>。\n-等两分钟。\n手动缓解车上所有停放制动。\n-在TD-HMI的“停放制动”页面上，确认停放制动的手动缓解\n-通过车辆控制面板，恢复空气制动。\n确认空气制动是否正确施加或缓解。\n如果隔离阀关闭。\n手动缓解车上所有停放制动。\n在TD-HMI的“停放制动”页面上，确认停放制动	6051
1651	7	制动	173A	0	停放制动隔离阀<H29>被截断	在手动缓解停放制动未被确认的状态下行车，将触发紧急制动	如果触发紧急制动，列车将会停止；否则，继续运行。	通过机械师执行如下操作：\n-通过车辆控制面板，切除空气制动。\n-通知调度中心。\n-采取个人安全防护措施。-如果有必要，封锁领线。\n-防止溜车。-检查车下停放制动隔离阀<H29>。\n如果隔离阀打开：\n-关闭车下停放制动隔离阀<H29>。\n-等两分钟。\n手动缓解车上所有停放制动。\n-在TD-HMI的“停放制动”页面上，确认停放制动的手动缓解\n-通过车辆控制面板，恢复空气制动。\n确认空气制动是否正确施加或缓解。\n如果隔离阀关闭。\n手动缓解车上所有停放制动。\n在TD-HMI的“停放制动”页面上，确认停放制动	6052
1652	2	制动	1902	0	制动有效率改变	制动有效率发生改变	在TD-HMI的“制动状态”页面上，按制动有效率按键。\n-按照其他相关诊断代码的提示进行操作。\n-参照制动失效时应该采取的措施行车。	在TD-HMI的“制动状态”页面上，按制动有效率按键，查看制动有效率。-按照其他相关诊断代码的提示进行操作。\n参照制动失效时应该采取的措施行车。	6053
1653	2	制动	1772	0	通过车辆控制面板开关<B22.2>隔离摩檫制动	在车辆控制面板上空气制动被关闭	参照制动失效时应该采取的措施。	打开TD-HMI上的“制动有效率”页面。\n-如果制动系统故障，查看诊断信息。	6054
1654	1	主机	6783	0	拖曳开关43-S29置在启动位置	“拖曳”开关位于“开”位。\n启动拖曳模式。\n当高压系统工作时，“拖曳”故障开关应置于“关”位。\n注：\n-只有在电池切除后拖曳功能才生效。\n-在拖曳模式时，激活停放制动监控回路。\n-可以启动列车无线电。\n警告：\n一次只能启动一个拖曳故障开关，否则停放制动监控回路会触发强制制动。	继续运行	当高压系统运行时：\n将司机室右侧故障转换开关控制面板上的“拖曳驱动”故障开关置于“关位”。	6055
1655	6	牵引	24D6	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6056
1656	6	牵引	24D7	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6057
1657	6	牵引	2675	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6058
1658	6	牵引	2688	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6059
1659	6	牵引	268E	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6060
1660	6	牵引	2691	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6061
1661	6	牵引	2695	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6062
1662	6	牵引	26C0	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6063
1663	6	牵引	26C1	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6064
1664	6	牵引	2716	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6065
1665	6	牵引	2937	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6066
1666	6	牵引	2938	0	一个牵引单元失效	一个牵引单元的驱动功率失效	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	一个牵引单元失效。\n动车组减少25%的牵引力可以继续运行。\n注：\n如果故障排除，牵引力将恢复正常。	6067
1667	1	制动	170D	0	高低制动力转换故障	高低制动力转换故障。\n速度大于200km/h时，制动盘可能会超过热负荷限制。	限速200km/h运行到下一站。\n尽可能施加低级别制动减速。\n通知调度中心。	通知机械师，通过车辆控制面板切除空气制动。在TD-HMI的“制动状态”页面上按“制动有效率”按键。\n参照制动失效时应该采取的措施。	6068
1668	2	制动	170D	0	高低制动力转换故障	高低制动力转换故障。\n速度大于200km/h时，制动盘可能会超过热负荷限制。	限速200km/h运行到下一站。\n尽可能施加低级别制动减速。\n通知调度中心。	通知机械师，通过车辆控制面板切除空气制动。在TD-HMI的“制动状态”页面上按“制动有效率”按键。\n参照制动失效时应该采取的措施。	6069
1669	3	制动	170D	0	高低制动力转换故障	高低制动力转换故障。\n速度大于200km/h时，制动盘可能会超过热负荷限制。	限速200km/h运行到下一站。\n尽可能施加低级别制动减速。\n通知调度中心。	通知机械师，通过车辆控制面板切除空气制动。在TD-HMI的“制动状态”页面上按“制动有效率”按键。\n参照制动失效时应该采取的措施。	6070
1670	4	制动	170D	0	高低制动力转换故障	高低制动力转换故障。\n速度大于200km/h时，制动盘可能会超过热负荷限制。	限速200km/h运行到下一站。\n尽可能施加低级别制动减速。\n通知调度中心。	通知机械师，通过车辆控制面板切除空气制动。在TD-HMI的“制动状态”页面上按“制动有效率”按键。\n参照制动失效时应该采取的措施。	6071
1671	5	制动	170D	0	高低制动力转换故障	高低制动力转换故障。\n速度大于200km/h时，制动盘可能会超过热负荷限制。	限速200km/h运行到下一站。\n尽可能施加低级别制动减速。\n通知调度中心。	通知机械师，通过车辆控制面板切除空气制动。在TD-HMI的“制动状态”页面上按“制动有效率”按键。\n参照制动失效时应该采取的措施。	6072
1672	6	制动	170D	0	高低制动力转换故障	高低制动力转换故障。\n速度大于200km/h时，制动盘可能会超过热负荷限制。	限速200km/h运行到下一站。\n尽可能施加低级别制动减速。\n通知调度中心。	通知机械师，通过车辆控制面板切除空气制动。在TD-HMI的“制动状态”页面上按“制动有效率”按键。\n参照制动失效时应该采取的措施。	6073
1673	7	制动	170D	0	高低制动力转换故障	高低制动力转换故障。\n速度大于200km/h时，制动盘可能会超过热负荷限制。	限速200km/h运行到下一站。\n尽可能施加低级别制动减速。\n通知调度中心。	通知机械师，通过车辆控制面板切除空气制动。在TD-HMI的“制动状态”页面上按“制动有效率”按键。\n参照制动失效时应该采取的措施。	6074
1674	8	制动	170D	0	高低制动力转换故障	高低制动力转换故障。\n速度大于200km/h时，制动盘可能会超过热负荷限制。	限速200km/h运行到下一站。\n尽可能施加低级别制动减速。\n通知调度中心。	通知机械师，通过车辆控制面板切除空气制动。在TD-HMI的“制动状态”页面上按“制动有效率”按键。\n参照制动失效时应该采取的措施。	6075
1675	1	制动	1617	0	制动手柄<C23>失效	制动手柄<C23>失效	施加紧急制动使列车停止。\n-通知调度中心。	通知机械师。\n在占用端左侧MCB面板上，断开MCB28-F12，28-F11，再次闭合28-F11，28-F12。\n如果故障消除：\n重新进行制动试验。\n按照制动有效率行车。\n如果不成功：\n打开<C14>阀。\n参照备用制动行车规范。\n通知调度中心。	6076
1676	1	制动	1817	0	制动手柄<023>失效	制动手柄<023>失效	施加紧急制动使列车停止。\n-通知调度中心。	通知机械师。\n在占用端左侧MCB面板上，断开MCB28-F12，28-F11，再次闭合28-F11，28-F12。\n如果故障消除：\n重新进行制动试验。\n按照制动有效率行车。\n如果不成功：\n打开<C14>阀。\n参照备用制动行车规范。\n通知调度中心。	6077
1677	1	制动	1810	0	制动控制故障	直接制动和电制动ED的控制失效。	通过紧急制动EB停车。\n打开球阀<C14>激活备用模式。\n遵守备用模式规范。\n通知调度中心。	打开球阀<C14>激活备用模式。\n遵守备用模式规范。\n通知调度中心。	6078
